piso,code,name,unit,price,quantity,category
"Piso EMA","PA-1927","TAPA RADIADOR LADA",UNO,"0",0,"PIEZAS DE AUTO",
"Piso EMA","PA-1628","FILTRO DE ACEITE CLARIA",UNO,"7000",3,"PIEZAS DE AUTO",
"Piso EMA","ED-1828","VENTILADOR PLASTICO P/AUTO",UNO,"24500",0,"ELECTROS",
"Piso EMA","B-1825","BOMBILLO 24 VOLT 10 W",UNO,"600",10,"BOMBILLOS",
"Piso EMA","FF-2020","TORNILLO ALLEN",UNO,"300",149,"FERRETERIA",
"Piso EMA","FF-2021","TORNILLO ALLEN",UNO,"250",167,"FERRETERIA",
"Piso EMA","FF-2022","MARCO PARA ZEGUETA",UNO,"3000",2,"FERRETERIA",
"Piso EMA","FF-2023","MANGUERA PROT ELECTRICA",m,"700",22,"FERRETERIA",
"Piso EMA","FF-2024","DISCO DE CORTE DE DIAMANTE",UNO,"3500",11,"FERRETERIA",
"Piso EMA","FF-2026","CARETA DE SOLDAR POLARIZADA",UNO,"18000",2,"FERRETERIA",
"Piso EMA","ED-2021","LAMPARA SOLAR 50CM",UNO,"42000",2,"ELECTROS",
"Piso EMA","FF-2027","CONTROLADOR SOLAR",UNO,"120000",1,"FERRETERIA",
"Piso EMA","ED-2028","ALARMAS P/PANELES",UNO,"24000",8,"ELECTROS",
"Piso EMA","FF-2028","BREAKER 3 POLOS",UNO,"15000",1,"FERRETERIA",
"Piso EMA","PA-2021","DISCO DE CLOCHE DE CLARIA 24 DIENTES",UNO,"54000",1,"PIEZAS DE AUTO",
"Piso EMA","PA-2022","KIT JUNTA DE CLARIA",UNO,"66000",1,"PIEZAS DE AUTO",
"Piso EMA","FF-2029","JUEGO HERRAMIENTAS INST ELECTRICA",UNO,"16250",2,"FERRETERIA",
"Piso EMA","FF-2030","FUSIBLES DOBLES P/PANEL",UNO,"16250",3,"FERRETERIA",
"Piso EMA","FF-2040","JUEGO DE LLAVES C/ESTUCHE",UNO,"41600",1,"FERRETERIA",
"Piso EMA","FF-2031","CABLE DE ALIMENTACION ECOFLOW",UNO,"19200",16,"FERRETERIA",
"Piso EMA","FF-1896","PROTECCION P/PANEL (DC)",UNO,"16000",19,"FERRETERIA",
"Piso EMA","FF-1897","PIEDRA P/ESMERIL",UNO,"106000",0,"FERRETERIA",
"Piso EMA","FF-1898","ABRAZADERA LATERAL P/PANEL",UNO,"1800",32,"FERRETERIA",
"Piso EMA","FF-1899","ABRAZADERA INTERMEDIA P/PANEL",UNO,"1800",8,"FERRETERIA",
"Piso EMA","PA-1896","RELOJ DE TEMPERATURA WAS",UNO,"8000",1,"PIEZAS DE AUTO",
"Piso EMA","B-1896","FLASHING 3 PATAS",UNO,"1000",2,"BOMBILLOS",
"Piso EMA","ED-1899","PROTECTOR DE LINEA 220 VOLT",UNO,"16000",5,"ELECTROS",
"Piso EMA","FF-1901","TORNILLO DE HIERRO",UNO,"160",133,"FERRETERIA",
"Piso EMA","FF-1902","TOMACORRIENTE COMUN",UNO,"550",9,"FERRETERIA",
"Piso EMA","FF-1903","BREAKERA 3 POSICIONES",UNO,"4000",0,"FERRETERIA",
"Piso EMA","FF-1904","BREAKERA 1 POSICION",UNO,"2000",1,"FERRETERIA",
"Piso EMA","FF-1905","BREAKER SENCILLO 20 A",UNO,"3000",11,"FERRETERIA",
"Piso EMA","FF-1906","BREAKER SENCILLO 50 A",UNO,"1600",0,"FERRETERIA",
"Piso EMA","FF-1907","BREAKER SENCILLO 42 A",UNO,"1600",4,"FERRETERIA",
"Piso EMA","FF-1909","CODO 1/2",UNO,"350",92,"FERRETERIA",
"Piso EMA","FF-1910","UNIVERSAL 1/2",UNO,"400",15,"FERRETERIA",
"Piso EMA","FF-1911","TEFLON",UNO,"350",16,"FERRETERIA",
"Piso EMA","FF-1912","CODO 80 GRADOS",UNO,"500",12,"FERRETERIA",
"Piso EMA","FF-1913","SEMICODO 80 GRADOS",UNO,"500",12,"FERRETERIA",
"Piso EMA","FF-1914","NUDO O UNION 80 GRADOS",UNO,"350",12,"FERRETERIA",
"Piso EMA","ED-1873","LAMPARA SOLAR EPOXI",UNO,"28000",0,"ELECTROS",
"Piso EMA","ED-1874","LAMPARA SOLAR EPOXI",UNO,"35000",0,"ELECTROS",
"Piso EMA","FF-1992","JUEGO DE CUBOS EN SU ESTUCHE",UNO,"25000",1,"FERRETERIA",
"Piso EMA","FF-1877","DESTORNILLADOR GRANDE",UNO,"700",0,"FERRETERIA",
"Piso EMA","PA-1985","HIDROWA DE LADA",UNO,"45000",4,"PIEZAS DE AUTO",
"Piso EMA","FF-1986","ALARMAS DE PUERTAS",UNO,"3500",12,"FERRETERIA",
"Piso EMA","BT-1987","BATERIA 60 AMP",UNO,"57900",0,"BATERIAS",
"Piso EMA","BT-1988","BATERIA MOURA 200 AMP",UNO,"130000",0,"BATERIAS",
"Piso EMA","FF-1989","BREAKER MC 32 AMP (PANELES)",UNO,"16750",4,"FERRETERIA",
"Piso EMA","BT-1990","BATERIA 150 A M/MOURA",UNO,"111000",2,"BATERIAS",
"Piso EMA","FF-1993","BREAK 100 AMP PLANTA CUCHILLA",UNO,"20400",7,"FERRETERIA",
"Piso EMA","FF-1994","PERA SUBSIONADORA COMBUSTIBLE",UNO,"4500",2,"FERRETERIA",
"Piso EMA","FF-1995","SALIDA DE TRANQUE 1/2 Y 3/4",UNO,"1100",4,"FERRETERIA",
"Piso EMA","FF-1996","CARGADOR DE MOVIL EN AUTOS (CARGA RAPIDA)",UNO,"2500",11,"FERRETERIA",
"Piso EMA","R-1997","RODAMIENTO 608",UNO,"800",9,"RODAMIENTOS",
"Piso EMA","FF-1998","LLAVE DE PASO BRONCE 1/2",UNO,"2200",1,"FERRETERIA",
"Piso EMA","PA-1999","REPUESTO FOCO TRASERO MOSK",UNO,"8600",4,"PIEZAS DE AUTO",
"Piso EMA","ED-1891","LAMPARA SOLAR",UNO,"10000",2,"ELECTROS",
"Piso EMA","FF-1892","FORRO DE ASIENTO MOTOS",UNO,"4000",0,"FERRETERIA",
"Piso EMA","FF-1893","YEE PANEL",UNO,"12000",21,"FERRETERIA",
"Piso EMA","ED-1894","INVERSOR 3000 WATT",UNO,"79500",0,"ELECTROS",
"Piso EMA","FF-1895","BREAKER 40 AMP (DC)",UNO,"13250",2,"FERRETERIA",
"Piso EMA","FF-1925","CABLE Nro8",m,"1300",0,"FERRETERIA",
"Piso EMA","FF-1926","CABLE COAXIAL",m,"300",85,"FERRETERIA",
"Piso EMA","PA-1925","REPUESTO TRACERO MOSKOVICH",UNO,"11400",2,"PIEZAS DE AUTO",
"Piso EMA","PA-1926","JUEGO FOCOS GUARDAFANGO V8",UNO,"7500",3,"PIEZAS DE AUTO",
"Piso EMA","FF-1985","BREKERA 8 POSICIONES",UNO,"9000",2,"FERRETERIA",
"Piso EMA","FF-2001","BREKERA 6 POSICIONES",UNO,"8000",0,"FERRETERIA",
"Piso EMA","FF-2002","BREAKER SENCILLO 25 A",UNO,"3000",6,"FERRETERIA",
"Piso EMA","FF-2003","BISAGRAS PEQUEÑAS",UNO,"1100",0,"FERRETERIA",
"Piso EMA","FF-2004","CABLE ALIMENTACION OLLAS Y OTROS",UNO,"3500",10,"FERRETERIA",
"Piso EMA","PM-1006","CDI LIFAN Y GN",UNO,"6800",2,"PIEZAS DE MOTO",
"Piso EMA","BT-1005","BATERIA 220 A",UNO,"170000",15,"BATERIAS",
"Piso EMA","FF-1101","BREKERA 9 POSICIONES",UNO,"17000",10,"FERRETERIA",
"Piso EMA","FF-1102","BREKERA 13 POSICIONES",UNO,"20400",6,"FERRETERIA",
"Piso EMA","ED-1121","KIT SOLAR (INVERSOR+BATERIA) M/MUST",UNO,"2700000",2,"ELECTROS",
"Piso EMA","FF-1103","LIMPIADOR DE LLANTAS",UNO,"3000",9,"FERRETERIA",
"Piso EMA","FF-1104","TOLLAS LIMPIADORAS",UNO,"3500",3,"FERRETERIA",
"Piso EMA","FF-1105","LIMPIADOR DE ASIENTOS",UNO,"3000",9,"FERRETERIA",
"Piso EMA","FF-1106","LIMPIADOR CRISTALES",UNO,"3000",1,"FERRETERIA",
"Piso EMA","FF-1107","AMBIENTADOR PERFUMADO P/AUTOS",UNO,"2500",45,"FERRETERIA",
